Month,Service_Clean,SKU_Clean,Region_Clean,Total_Cost_USD,Total_Usage,Log_Count
2026-01,Storage,GCS-Standard,us-central1,1899.75424,38204.9804,26
2026-01,Storage,GCS-Standard,us-west1,3833.77014,230255.3611,24
2026-01,Storage,S3-IA,UNKNOWN,1564.79178,36611.8227,18
2026-01,Storage,S3-IA,ap-south-1,3264.14222,151610.8314,40
2026-01,Storage,S3-IA,ap-southeast-1,5211.56158,59760.951,52
2026-01,Storage,S3-IA,eu-west-1,2963.08948,49965.309,30
2026-01,Storage,S3-IA,us-east-1,7421.17104,63984.759,45
2026-01,Storage,S3-IA,us-west-2,3779.2204,181002.30909999998,41
2026-01,Storage,S3-Standard,UNKNOWN,2538.94352,11004.741399999999,15
2026-01,Storage,S3-Standard,ap-south-1,2316.67288,160546.0761,31
2026-01,Storage,S3-Standard,ap-southeast-1,11710.08786,71203.4799,57
2026-01,Storage,S3-Standard,eu-west-1,9091.6333,73062.6693,37
2026-01,Storage,S3-Standard,us-east-1,1929.11078,57955.6088,35
2026-01,Storage,S3-Standard,us-west-2,2301.09332,65026.0032,31
2026-01,Storage,UNKNOWN,ap-southeast-1,373.62012,6.6002,2
2026-01,Storage,UNKNOWN,asia-southeast1,266.19344,4740.0347,3
2026-01,Storage,UNKNOWN,canadacentral,336.6684,4844.18,2
2026-01,Storage,UNKNOWN,centralindia,318.276,3204.5,1
2026-01,Storage,UNKNOWN,eu-west-1,470.7612,5421.28,2
2026-01,Storage,UNKNOWN,europe-west1,395.53086,2375.9442,3
2026-01,Storage,UNKNOWN,us-central1,1.8534,144.8732,1
2026-01,Storage,UNKNOWN,us-east-1,2.15016,841.6814,2
2026-01,Storage,UNKNOWN,us-west-2,402.3469,4628.5704,2
2026-01,Storage,UNKNOWN,us-west1,0.5463600000000001,1039.25,1
2026-02,Compute,EC2-t3.large,UNKNOWN,5821.844080000001,1211337605.4,4
2026-02,Compute,EC2-t3.large,ap-south-1,27277.08728,443534190.83,24
2026-02,Compute,EC2-t3.large,ap-southeast-1,25549.88468,323094028.87,27
2026-02,Compute,EC2-t3.large,eu-west-1,18163.4587,489460948.23,21
2026-02,Compute,EC2-t3.large,us-east-1,34775.73444,2577066060.96,28
2026-02,Compute,EC2-t3.large,us-west-2,20224.784,6873308924.99,22
2026-02,Compute,EC2-t3.medium,UNKNOWN,546.4226400000001,31812818.4,4
2026-02,Compute,EC2-t3.medium,ap-south-1,28802.16098,14443188987.94,25
2026-02,Compute,EC2-t3.medium,ap-southeast-1,16849.49058,1222244949.98,21
2026-02,Compute,EC2-t3.medium,eu-west-1,31382.65624,852242869.84,28
2026-02,Compute,EC2-t3.medium,us-east-1,28780.81474,1381641210.6100001,29
2026-02,Compute,EC2-t3.medium,us-west-2,27193.34386,1194496649.79,27
2026-02,Compute,EC2-t3.xlarge,UNKNOWN,4990.4808,60093401.38,6
2026-02,Compute,EC2-t3.xlarge,ap-south-1,33942.88338,1060283506.49,23
2026-02,Compute,EC2-t3.xlarge,ap-southeast-1,25027.73764,815554004.1999999,31
2026-02,Compute,EC2-t3.xlarge,eu-west-1,13906.56582,6130086511.44,24
2026-02,Compute,EC2-t3.xlarge,us-east-1,32530.61002,2372232637.45,26
2026-02,Compute,EC2-t3.xlarge,us-west-2,31181.4102,1395148698.43,26
2026-02,Compute,GCE-n1-standard-2,UNKNOWN,23.402520000000003,45705.8,1
2026-02,Compute,GCE-n1-standard-2,asia-south1,8980.148040000002,11010145009.82,18
2026-02,Compute,GCE-n1-standard-2,asia-southeast1,13458.591120000001,355055232.5,12
2026-02,Compute,GCE-n1-standard-2,europe-west1,24817.197,1092495642.24,25
2026-02,Compute,GCE-n1-standard-2,us-central1,15418.9103,586358171.15,16
2026-02,Compute,GCE-n1-standard-2,us-west1,8210.58078,1619100439.59,18
2026-02,Compute,GCE-n1-standard-4,UNKNOWN,3000.35,135452268.0,1
2026-02,Compute,GCE-n1-standard-4,asia-south1,17338.14292,7793473341.28,18
2026-02,Compute,GCE-n1-standard-4,asia-southeast1,12080.740600000001,434087633.42,20
2026-02,Compute,GCE-n1-standard-4,europe-west1,24383.11648,926504671.96,25
2026-02,Compute,GCE-n1-standard-4,us-central1,16313.41538,861269019.89,22
2026-02,Compute,GCE-n1-standard-4,us-west1,16700.85228,777010496.26,19
2026-02,Compute,GCE-n1-standard-8,asia-south1,11259.3242,630349621.9,19
2026-02,Compute,GCE-n1-standard-8,asia-southeast1,6192.004800000001,473367022.02,19
2026-02,Compute,GCE-n1-standard-8,europe-west1,7423.0914,1121357850.28,19
2026-02,Compute,GCE-n1-standard-8,us-central1,12744.41712,773872344.4,17
2026-02,Compute,GCE-n1-standard-8,us-west1,9250.13624,755749246.91,25
2026-02,Compute,UNKNOWN,ap-south-1,1908.92924,69553427.65,3
2026-02,Compute,UNKNOWN,eastus,1749.0384,29779.29,1
2026-02,Compute,UNKNOWN,eu-west-1,4152.627039999999,7525702.63,3
2026-02,Compute,UNKNOWN,europe-west1,245.88492,97518313.91,2
2026-02,Compute,UNKNOWN,us-east-1,2417.10486,63997.46,2
2026-02,Compute,UNKNOWN,us-west-2,580.57,46778.4,1
2026-02,Compute,VM-Standard_D2s,UNKNOWN,2962.6598400000003,489199.65,3
2026-02,Compute,VM-Standard_D2s,canadacentral,11393.30764,226380774.59,11
2026-02,Compute,VM-Standard_D2s,centralindia,16159.8168,1048548181.1,19
2026-02,Compute,VM-Standard_D2s,eastus,8439.760300000002,120152096.98,8
2026-02,Compute,VM-Standard_D2s,southeastasia,18341.22274,495411807.25,19
2026-02,Compute,VM-Standard_D2s,westeurope,18449.537500000002,736279393.13,15
2026-02,Compute,VM-Standard_D4s,UNKNOWN,6122.878800000001,3830208.7199999997,5
2026-02,Compute,VM-Standard_D4s,canadacentral,15323.69058,3825866727.15,24
2026-02,Compute,VM-Standard_D4s,centralindia,16488.75384,331142261.24,16
2026-02,Compute,VM-Standard_D4s,eastus,14250.5784,122337192.09,17
2026-02,Compute,VM-Standard_D4s,southeastasia,20262.12782,1007392616.78,21
2026-02,Compute,VM-Standard_D4s,westeurope,16880.21844,395624116.9,21
2026-02,Compute,VM-Standard_D8s,UNKNOWN,289.27452,293694393.98,5
2026-02,Compute,VM-Standard_D8s,canadacentral,16689.83614,3068294438.2999997,15
2026-02,Compute,VM-Standard_D8s,centralindia,24288.352,545792301.65,18
2026-02,Compute,VM-Standard_D8s,eastus,19686.5661,482977556.97,18
2026-02,Compute,VM-Standard_D8s,southeastasia,16384.0516,531246616.48,21
2026-02,Compute,VM-Standard_D8s,westeurope,44611.73274,1395264513.81,26
2026-02,Database,CloudSQL-db.standard-2,UNKNOWN,1068.51966,120458590.32,5
2026-02,Database,CloudSQL-db.standard-2,asia-south1,50673.782640000005,5833715500.42,65
2026-02,Database,CloudSQL-db.standard-2,asia-southeast1,69001.10866,17544516773.66,80
2026-02,Database,CloudSQL-db.standard-2,europe-west1,53783.373120000004,2851502174.4,72
2026-02,Database,CloudSQL-db.standard-2,us-central1,34238.48348,1965452939.85,59
2026-02,Database,CloudSQL-db.standard-2,us-west1,25767.615680000003,5843129708.27,67
2026-02,Database,RDS-db.m5.large,UNKNOWN,20425.986820000002,988727659.3299999,22
2026-02,Database,RDS-db.m5.large,ap-south-1,67491.44064,10327901241.64,82
2026-02,Database,RDS-db.m5.large,ap-southeast-1,76477.00362,8253652367.67,72
2026-02,Database,RDS-db.m5.large,eu-west-1,69854.20246,2132434212.93,74
2026-02,Database,RDS-db.m5.large,us-east-1,70544.63272,1742145860.01,72
2026-02,Database,RDS-db.m5.large,us-west-2,54422.8932,6183589163.59,77
2026-02,Database,SQLDb-S2,UNKNOWN,6064.73674,186363250.63000003,10
2026-02,Database,SQLDb-S2,canadacentral,60488.8335,4317390515.78,65
2026-02,Database,SQLDb-S2,centralindia,55833.49932,1862925567.3400002,60
2026-02,Database,SQLDb-S2,eastus,61136.67918,2035386076.36,49
2026-02,Database,SQLDb-S2,southeastasia,62268.474200000004,14682737796.74,58
2026-02,Database,SQLDb-S2,westeurope,41876.41044,1321398001.1299999,51
2026-02,Database,UNKNOWN,ap-south-1,329.6031,277145.4,1
2026-02,Database,UNKNOWN,asia-south1,405.74664,43944281.61,2
2026-02,Database,UNKNOWN,canadacentral,668.75,7589.97,1
2026-02,Database,UNKNOWN,centralindia,2373.932,102407842.8,2
2026-02,Database,UNKNOWN,eu-west-1,48.48648,162008748.0,1
2026-02,Database,UNKNOWN,southeastasia,83.47710000000001,667546.23,1
2026-02,Database,UNKNOWN,us-east-1,201.68928,65253.08,2
2026-02,Database,UNKNOWN,us-west-2,2111.194,40340.21,2
2026-02,Database,UNKNOWN,us-west1,12.180840000000002,14026.94,1
2026-02,Database,UNKNOWN,westeurope,7005.98,4206048.0,2
2026-02,Storage,Blob-Cool,UNKNOWN,519.3937000000001,8726.7231,12
2026-02,Storage,Blob-Cool,canadacentral,2729.36908,331846.3357,36
2026-02,Storage,Blob-Cool,centralindia,6216.0563600000005,61579.4231,34
2026-02,Storage,Blob-Cool,eastus,10715.25194,64303.0807,37
2026-02,Storage,Blob-Cool,southeastasia,5454.66068,24829.6508,24
2026-02,Storage,Blob-Cool,westeurope,1505.2501000000002,40367.423,26
2026-02,Storage,Blob-Hot,UNKNOWN,432.70668,4715.2029999999995,5
2026-02,Storage,Blob-Hot,canadacentral,6322.71064,37633.4007,32
2026-02,Storage,Blob-Hot,centralindia,2583.64196,86581.4859,27
2026-02,Storage,Blob-Hot,eastus,5264.4940400000005,46072.5572,36
2026-02,Storage,Blob-Hot,southeastasia,7370.49618,172869.5644,34
2026-02,Storage,Blob-Hot,westeurope,3398.24076,223304.0756,38
2026-02,Storage,GCS-Nearline,UNKNOWN,2.2908,2.4528,2
2026-02,Storage,GCS-Nearline,asia-south1,2070.1963,93389.5126,37
2026-02,Storage,GCS-Nearline,asia-southeast1,2321.6857600000003,80034.05249999999,35
2026-02,Storage,GCS-Nearline,europe-west1,1968.04918,124072.36419999998,35
2026-02,Storage,GCS-Nearline,us-central1,7771.71326,41492.5144,26
2026-02,Storage,GCS-Nearline,us-west1,2199.83552,39854.2409,25
2026-02,Storage,GCS-Standard,UNKNOWN,19.08168,2.0002,2
2026-02,Storage,GCS-Standard,asia-south1,2278.26398,61515.9055,34
2026-02,Storage,GCS-Standard,asia-southeast1,2634.30808,77999.4191,28
2026-02,Storage,GCS-Standard,europe-west1,1475.40506,312372.5926,29
2026-02,Storage,GCS-Standard,us-central1,1877.01178,30638.675000000003,28
2026-02,Storage,GCS-Standard,us-west1,2643.66874,146274.8019,30
2026-02,Storage,S3-IA,UNKNOWN,1266.7462200000002,110141.9468,16
2026-02,Storage,S3-IA,ap-south-1,4396.2425,127421.9036,56
2026-02,Storage,S3-IA,ap-southeast-1,5826.21552,205193.35,36
2026-02,Storage,S3-IA,eu-west-1,1579.31474,84357.5668,41
2026-02,Storage,S3-IA,us-east-1,7022.31316,48430.7483,44
2026-02,Storage,S3-IA,us-west-2,6548.401220000001,254223.6477,35
2026-02,Storage,S3-Standard,UNKNOWN,1421.41364,13792.8084,13
2026-02,Storage,S3-Standard,ap-south-1,3394.0813,93515.6784,38
2026-02,Storage,S3-Standard,ap-southeast-1,2695.92522,252387.1194,37
2026-02,Storage,S3-Standard,eu-west-1,2594.51784,107033.56369999998,33
2026-02,Storage,S3-Standard,us-east-1,4759.46018,41121.1345,30
2026-02,Storage,S3-Standard,us-west-2,6121.5819599999995,47177.8614,29
2026-02,Storage,UNKNOWN,ap-south-1,10.39,0.2274,1
2026-02,Storage,UNKNOWN,asia-south1,58.178700000000006,23291.56,2
2026-02,Storage,UNKNOWN,canadacentral,663.3036000000001,4691.5983,2
2026-02,Storage,UNKNOWN,eastus,168.0804,2638.9417,2
2026-02,Storage,UNKNOWN,eu-west-1,339.41626,1167.8447,3
2026-02,Storage,UNKNOWN,europe-west1,0.7814399999999999,2.2382,2
2026-02,Storage,UNKNOWN,southeastasia,125.4528,3640.8,2
2026-02,Storage,UNKNOWN,us-central1,78.09444,5820.969999999999,2
2026-02,Storage,UNKNOWN,westeurope,0.4302,2466.43,1
2026-03,Compute,EC2-t3.large,UNKNOWN,3311.5854799999997,148335059.67000002,6
2026-03,Compute,EC2-t3.large,ap-south-1,21756.2049,779458836.61,29
2026-03,Compute,EC2-t3.large,ap-southeast-1,31058.93582,4086895654.04,42
2026-03,Compute,EC2-t3.large,eu-west-1,15760.1262,517747303.39,24
2026-03,Compute,EC2-t3.large,us-east-1,15446.4211,469369655.41999996,24
2026-03,Compute,EC2-t3.large,us-west-2,22824.52322,753429122.84,33
2026-03,Compute,EC2-t3.medium,UNKNOWN,6819.54406,221415449.66000003,8
2026-03,Compute,EC2-t3.medium,ap-south-1,22051.00634,5055266342.63,22
2026-03,Compute,EC2-t3.medium,ap-southeast-1,21636.0643,1125947184.87,30
2026-03,Compute,EC2-t3.medium,eu-west-1,23495.7998,698628359.99,29
2026-03,Compute,EC2-t3.medium,us-east-1,26553.602580000002,4646238810.26,37
2026-03,Compute,EC2-t3.medium,us-west-2,21218.70788,687838140.67,30
2026-03,Compute,EC2-t3.xlarge,UNKNOWN,8183.37374,297100325.39,10
2026-03,Compute,EC2-t3.xlarge,ap-south-1,26444.9316,589232124.48,21
2026-03,Compute,EC2-t3.xlarge,ap-southeast-1,23385.4774,3399390140.48,34
2026-03,Compute,EC2-t3.xlarge,eu-west-1,29601.725919999997,823202967.53,25
2026-03,Compute,EC2-t3.xlarge,us-east-1,19617.201200000003,1297471128.28,35
2026-03,Compute,EC2-t3.xlarge,us-west-2,25817.9819,812936352.56,19
2026-03,Compute,GCE-n1-standard-2,UNKNOWN,27.90024,31680.92,1
2026-03,Compute,GCE-n1-standard-2,asia-south1,25610.4396,791591835.6,29
2026-03,Compute,GCE-n1-standard-2,asia-southeast1,13824.05002,5526074440.18,20
2026-03,Compute,GCE-n1-standard-2,europe-west1,19791.468520000002,1406182199.07,24
2026-03,Compute,GCE-n1-standard-2,us-central1,6728.87008,368766395.48,19
2026-03,Compute,GCE-n1-standard-2,us-west1,32078.63202,1166441434.43,28
2026-03,Compute,GCE-n1-standard-4,asia-south1,12681.35042,507039950.07,16
2026-03,Compute,GCE-n1-standard-4,asia-southeast1,16003.61952,3652799158.77,32
2026-03,Compute,GCE-n1-standard-4,europe-west1,16995.5613,4004431151.39,23
2026-03,Compute,GCE-n1-standard-4,us-central1,16359.58832,5519368134.650001,27
2026-03,Compute,GCE-n1-standard-4,us-west1,13166.562740000001,413785707.65000004,20
2026-03,Compute,GCE-n1-standard-8,UNKNOWN,18.17508,2117556.0,1
2026-03,Compute,GCE-n1-standard-8,asia-south1,14410.33652,783546670.78,26
2026-03,Compute,GCE-n1-standard-8,asia-southeast1,8873.283780000002,745600135.85,14
2026-03,Compute,GCE-n1-standard-8,europe-west1,26041.393780000002,7648981559.05,23
2026-03,Compute,GCE-n1-standard-8,us-central1,5555.597600000001,556905977.48,19
2026-03,Compute,GCE-n1-standard-8,us-west1,6254.5978000000005,326739599.71,22
2026-03,Compute,UNKNOWN,UNKNOWN,4.641,27060.02,1
2026-03,Compute,UNKNOWN,ap-south-1,1099.3,47120.23,1
2026-03,Compute,UNKNOWN,ap-southeast-1,407.3,18420048.0,1
2026-03,Compute,UNKNOWN,asia-south1,29.283,28758470.4,2
2026-03,Compute,UNKNOWN,asia-southeast1,771.0226,50960.74,2
2026-03,Compute,UNKNOWN,canadacentral,5731.938,1331782842.7,2
2026-03,Compute,UNKNOWN,eu-west-1,2000.79312,214322175.09,3
2026-03,Compute,UNKNOWN,europe-west1,46.012080000000005,2667970.48,3
2026-03,Compute,UNKNOWN,southeastasia,1922.3506799999998,1830541.2,3
2026-03,Compute,UNKNOWN,us-central1,28.155600000000003,34703.5,2
2026-03,Compute,UNKNOWN,us-east-1,3808.9892,115684892.11,4
2026-03,Compute,UNKNOWN,us-west-2,3713.39232,1793075.0899999999,3
2026-03,Compute,UNKNOWN,westeurope,11291.6304,277622938.65,5
2026-03,Compute,VM-Standard_D2s,UNKNOWN,9115.37632,9813971.45,9
2026-03,Compute,VM-Standard_D2s,canadacentral,9380.5468,242258918.55,18
2026-03,Compute,VM-Standard_D2s,centralindia,15410.88208,556460743.03,21
2026-03,Compute,VM-Standard_D2s,eastus,24160.94324,911169392.7,24
2026-03,Compute,VM-Standard_D2s,southeastasia,28486.9088,839912400.9,22
2026-03,Compute,VM-Standard_D2s,westeurope,15523.272400000002,1308950861.13,17
2026-03,Compute,VM-Standard_D4s,UNKNOWN,2737.06644,331492908.19,4
2026-03,Compute,VM-Standard_D4s,canadacentral,34303.08152,9340236430.77,27
2026-03,Compute,VM-Standard_D4s,centralindia,20943.214480000002,813577512.92,16
2026-03,Compute,VM-Standard_D4s,eastus,26367.2779,846653144.5,24
2026-03,Compute,VM-Standard_D4s,southeastasia,21029.24864,3229749485.32,23
2026-03,Compute,VM-Standard_D4s,westeurope,19485.0876,1638721702.02,25
2026-03,Compute,VM-Standard_D8s,UNKNOWN,12.24492,2931466.77,2
2026-03,Compute,VM-Standard_D8s,canadacentral,23328.178100000005,770359167.98,21
2026-03,Compute,VM-Standard_D8s,centralindia,17956.4287,783034302.1,25
2026-03,Compute,VM-Standard_D8s,eastus,12998.30924,2346796042.8,20
2026-03,Compute,VM-Standard_D8s,southeastasia,29735.670420000002,1038960466.39,26
2026-03,Compute,VM-Standard_D8s,westeurope,30663.03872,582819686.26,24
2026-03,Database,CloudSQL-db.standard-2,asia-south1,42811.029140000006,4646563116.91,73
2026-03,Database,CloudSQL-db.standard-2,asia-southeast1,56621.33342,2110564164.27,56
2026-03,Database,CloudSQL-db.standard-2,europe-west1,46996.00874,2796898485.4700003,70
2026-03,Database,CloudSQL-db.standard-2,us-central1,52922.5924,17732522089.36,71
2026-03,Database,CloudSQL-db.standard-2,us-west1,35053.034680000004,6381898831.87,57
2026-03,Database,RDS-db.m5.large,UNKNOWN,7891.2624000000005,572638131.1700001,18
2026-03,Database,RDS-db.m5.large,ap-south-1,64117.30288,7828733085.089999,79
2026-03,Database,RDS-db.m5.large,ap-southeast-1,60373.76652,1804456919.78,77
2026-03,Database,RDS-db.m5.large,eu-west-1,79724.93264,9740676725.39,86
2026-03,Database,RDS-db.m5.large,us-east-1,66877.52272,19948717214.3,99
