Account_ID,Infra_Cost_COGS,Estimated_Revenue,Gross_Profit,Gross_Margin_Pct,Status
AZ_ACCT_026,1863.49,500.0,-1363.49,-272.7,Loss_Making
AWS-ACCT-010,1850.27892,500.0,-1350.28,-270.1,Loss_Making
AZ-ACCT-021,1829.1654,500.0,-1329.17,-265.8,Loss_Making
GCP-ACCT-038,1805.25828,500.0,-1305.26,-261.1,Loss_Making
AWS-ACCT-015,1790.96712,500.0,-1290.97,-258.2,Loss_Making
AWS-ACCT-008,1768.4412,500.0,-1268.44,-253.7,Loss_Making
GCP--ACCT-046,1744.34,500.0,-1244.34,-248.9,Loss_Making
ACCT-047,1739.0268,500.0,-1239.03,-247.8,Loss_Making
CCT-023,1725.4600999999998,500.0,-1225.46,-245.1,Loss_Making
CCT-028,1714.932,500.0,-1214.93,-243.0,Loss_Making
CCT-031,1653.6543,500.0,-1153.65,-230.7,Loss_Making
az-acct-022,1635.99,500.0,-1135.99,-227.2,Loss_Making
AWS-ACCT-012,1630.48128,500.0,-1130.48,-226.1,Loss_Making
AZ--ACCT-034,1619.9784000000002,500.0,-1119.98,-224.0,Loss_Making
AWS--ACCT-016,1614.9,500.0,-1114.9,-223.0,Loss_Making
gcp-acct-046,1560.68,500.0,-1060.68,-212.1,Loss_Making
CCT-024,1319.6736,500.0,-819.67,-163.9,Loss_Making
aws-acct-003,1262.9088,500.0,-762.91,-152.6,Loss_Making
ACCT-042,1111.3092,500.0,-611.31,-122.3,Loss_Making
GCP--ACCT-042,857.3364000000001,500.0,-357.34,-71.5,Loss_Making
aws-acct-004,782.05,500.0,-282.05,-56.4,Loss_Making
CCT-033,737.5212,500.0,-237.52,-47.5,Loss_Making
ACCT-014,681.32,500.0,-181.32,-36.3,Loss_Making
ACCT-043,642.1600000000001,500.0,-142.16,-28.4,Loss_Making
AZ--ACCT-033,521.0892,500.0,-21.09,-4.2,Loss_Making
CCT-034,429.5808,500.0,70.42,14.1,Profitable
az-acct-027,411.47,500.0,88.53,17.7,Profitable
AWS_ACCT_016,343.08,500.0,156.92,31.4,Profitable
CCT-027,329.78999999999996,500.0,170.21,34.0,Profitable
AZ_ACCT_027,202.05,500.0,297.95,59.6,Profitable
AZ_ACCT_029,191.6424,500.0,308.36,61.7,Profitable
AWS_ACCT_010,176.10168000000002,500.0,323.9,64.8,Profitable
gcp-acct-044,166.06092,500.0,333.94,66.8,Profitable
  AWS-ACCT-011 ,157.69464,500.0,342.31,68.5,Profitable
GCP_ACCT_036,154.17852,500.0,345.82,69.2,Profitable
aws-acct-010,142.99788,500.0,357.0,71.4,Profitable
AWS--ACCT-019,140.2461,500.0,359.75,72.0,Profitable
  GCP-ACCT-036 ,137.89848,500.0,362.1,72.4,Profitable
AWS--ACCT-011,124.43676,500.0,375.56,75.1,Profitable
AWS_ACCT_002,123.46704,500.0,376.53,75.3,Profitable
ACCT-044,115.1148,500.0,384.89,77.0,Profitable
gcp-acct-040,112.1052,500.0,387.89,77.6,Profitable
gcp-acct-038,111.23376,500.0,388.77,77.8,Profitable
  AWS-ACCT-002 ,110.5866,500.0,389.41,77.9,Profitable
aws-acct-015,107.56368,500.0,392.44,78.5,Profitable
AZ--ACCT-026,107.49,500.0,392.51,78.5,Profitable
aws-acct-001,104.79324,500.0,395.21,79.0,Profitable
aws-acct-007,101.61467999999999,500.0,398.39,79.7,Profitable
GCP_ACCT_050,101.03784,500.0,398.96,79.8,Profitable
GCP_ACCT_045,100.97856,500.0,399.02,79.8,Profitable
  AWS-ACCT-010 ,99.89460000000001,500.0,400.11,80.0,Profitable
CCT-029,89.23740000000001,500.0,410.76,82.2,Profitable
  GCP-ACCT-048 ,84.49200000000002,500.0,415.51,83.1,Profitable
CCT-021,83.87604,500.0,416.12,83.2,Profitable
GCP_ACCT_044,82.88712000000001,500.0,417.11,83.4,Profitable
  GCP-ACCT-038 ,82.67292,500.0,417.33,83.5,Profitable
aws-acct-008,78.39372,500.0,421.61,84.3,Profitable
  AWS-ACCT-008 ,76.4208,500.0,423.58,84.7,Profitable
gcp-acct-045,76.58784,500.0,423.41,84.7,Profitable
AWS--ACCT-010,76.22604,500.0,423.77,84.8,Profitable
  AWS-ACCT-015 ,75.75672,500.0,424.24,84.8,Profitable
  GCP-ACCT-040 ,72.75024,500.0,427.25,85.4,Profitable
AWS_ACCT_008,72.93552,500.0,427.06,85.4,Profitable
  AWS-ACCT-007 ,69.39132000000001,500.0,430.61,86.1,Profitable
AWS_ACCT_007,69.06084,500.0,430.94,86.2,Profitable
GCP_ACCT_048,68.38332,500.0,431.62,86.3,Profitable
AWS_ACCT_012,60.95832,500.0,439.04,87.8,Profitable
AWS--ACCT-007,60.5184,500.0,439.48,87.9,Profitable
AWS--ACCT-008,60.68556,500.0,439.31,87.9,Profitable
AZ--ACCT-021,59.30064,500.0,440.7,88.1,Profitable
ACCT-002,59.16288,500.0,440.84,88.2,Profitable
AWS--ACCT-015,57.74844,500.0,442.25,88.4,Profitable
ACCT-036,57.06612,500.0,442.93,88.6,Profitable
AWS_ACCT_001,56.85276,500.0,443.15,88.6,Profitable
  GCP-ACCT-044 ,56.375040000000006,500.0,443.62,88.7,Profitable
  AWS-ACCT-001 ,56.074079999999995,500.0,443.93,88.8,Profitable
aws-acct-002,55.25016,500.0,444.75,88.9,Profitable
GCP--ACCT-036,54.07656,500.0,445.92,89.2,Profitable
GCP_ACCT_040,53.30028,500.0,446.7,89.3,Profitable
GCP--ACCT-045,52.468799999999995,500.0,447.53,89.5,Profitable
az-acct-029,51.66552,500.0,448.33,89.7,Profitable
ACCT-050,51.452160000000006,500.0,448.55,89.7,Profitable
ACCT-045,49.481880000000004,500.0,450.52,90.1,Profitable
GCP_ACCT_038,46.503600000000006,500.0,453.5,90.7,Profitable
ACCT-012,46.43172,500.0,453.57,90.7,Profitable
ACCT-008,44.41752,500.0,455.58,91.1,Profitable
ACCT-015,44.438159999999996,500.0,455.56,91.1,Profitable
  GCP-ACCT-050 ,43.86372,500.0,456.14,91.2,Profitable
CCT-032,43.97244,500.0,456.03,91.2,Profitable
AZ_ACCT_030,43.59132,500.0,456.41,91.3,Profitable
gcp-acct-048,42.33672,500.0,457.66,91.5,Profitable
az-acct-032,39.576480000000004,500.0,460.42,92.1,Profitable
az-acct-030,39.09648,500.0,460.9,92.2,Profitable
aws-acct-012,39.229079999999996,500.0,460.77,92.2,Profitable
  AWS-ACCT-012 ,37.9524,500.0,462.05,92.4,Profitable
  AZ-ACCT-030 ,36.27156,500.0,463.73,92.7,Profitable
az-acct-021,34.94328,500.0,465.06,93.0,Profitable
  GCP-ACCT-045 ,32.67684,500.0,467.32,93.5,Profitable
GCP--ACCT-050,32.18556,500.0,467.81,93.6,Profitable
AWS_ACCT_015,31.417800000000003,500.0,468.58,93.7,Profitable
ACCT-007,31.26276,500.0,468.74,93.7,Profitable
AZ--ACCT-030,31.633800000000004,500.0,468.37,93.7,Profitable
AWS_ACCT_011,31.16208,500.0,468.84,93.8,Profitable
AWS--ACCT-001,30.91104,500.0,469.09,93.8,Profitable
AWS--ACCT-002,30.10488,500.0,469.9,94.0,Profitable
ACCT-048,29.25216,500.0,470.75,94.2,Profitable
GCP--ACCT-044,28.36236,500.0,471.64,94.3,Profitable
gcp-acct-036,27.54444,500.0,472.46,94.5,Profitable
AWS--ACCT-012,27.16584,500.0,472.83,94.6,Profitable
AZ_ACCT_032,24.009120000000003,500.0,475.99,95.2,Profitable
ACCT-011,23.98776,500.0,476.01,95.2,Profitable
CCT-030,22.750320000000002,500.0,477.25,95.4,Profitable
ACCT-040,22.482,500.0,477.52,95.5,Profitable
ACCT-038,21.76428,500.0,478.24,95.6,Profitable
AZ--ACCT-032,21.859080000000002,500.0,478.14,95.6,Profitable
GCP--ACCT-048,20.4,500.0,479.6,95.9,Profitable
gcp-acct-050,15.54048,500.0,484.46,96.9,Profitable
GCP--ACCT-040,11.66688,500.0,488.33,97.7,Profitable
GCP--ACCT-038,9.76632,500.0,490.23,98.0,Profitable
ACCT-010,9.05376,500.0,490.95,98.2,Profitable
aws-acct-011,8.16924,500.0,491.83,98.4,Profitable
ACCT-001,8.05188,500.0,491.95,98.4,Profitable
AZ--ACCT-029,7.314119999999999,500.0,492.69,98.5,Profitable
  AZ-ACCT-032 ,7.02276,500.0,492.98,98.6,Profitable
  AZ-ACCT-021 ,5.4218399999999995,500.0,494.58,98.9,Profitable
  AZ-ACCT-029 ,3.6342,500.0,496.37,99.3,Profitable
AZ_ACCT_021,-11.71164,500.0,511.71,102.3,Profitable
