Usage_ID,Account_ID,Timestamp,Service,SKU,Usage_Value,Unit,Cost,Currency,FX_Rate,Region,Resource_ID,Tag_Owner,Tag_Env,Charge_Type,Purchase_Type,Department,Project,CPU_Util,Memory_Util,Incident_ID,Ticket_ID,Price_Version,SLA_Event,Log_Skew_Seconds,Account_Clean,Account_In_Master,TS_UTC,TS_Parse_Failed,TS_Garbage_Flag,SKU_Clean,SKU_Unmatched,SKU_Changed,Service_Clean,Unit_Canonical,Usage_Converted,Unit_Dimension_Mismatch,Cost_Clean,Currency_Clean,Is_Negative_Cost,Is_Zero_Cost,Region_Clean,Region_Unresolvable,Is_Duplicate,Duplicate_Keep,Charge_Type_Clean,Charge_Cost_Contradiction,Is_Usage_Anomaly,Anomaly_Z_Score,Tag_Owner_Clean,Tag_Env_Clean,Is_Orphan_Resource,Is_Zombie_Resource,Resource_Cloud_Mismatch,Expected_Price_Version,Price_Version_Mismatch,Price_Version_Clean,FX_Rate_Clean,Cost_USD,FX_Missing,FX_Wrong_Direction,CPU_Clean,Mem_Clean,Is_Idle,Is_Overutilized,Purchase_Type_Clean,Purchase_Type_Mismatch,Dept_Clean,Project_Clean,Is_Unknown_Dept,Is_Unknown_Project,Is_Invalid_Combo,SLA_Event_Clean,SLA_Messy_Flag,SLA_Event_Clean_Str,Log_Skew_Clean,Is_High_Skew
U03014,GCP-ACCT-043,2026-01-16T14:24:00+05:30,Compute,GCE-n1-standard-4,9937.35,hr,0,USD,1.0,asia-south1,gcp-inst-286,devops,production,billable,on_demand,UNKNOWN_DEPT,BETA,0.1,35.3,,,v1,FALSE,85.2,GCP-ACCT-043,True,2026-01-16 08:54:00+00:00,False,False,GCE-n1-standard-4,False,False,Compute,seconds,35774460.0,False,0.0,USD,False,True,asia-south1,False,False,True,Usage,False,False,-0.831,devops,production,False,False,False,v1,False,v1,1.0,0.0,False,False,0.1,35.3,False,False,on-demand,True,UNKNOWN_DEPT,BETA,True,False,False,False,True,False,85.2,True
U01803,ACCT-003,2026-0221 16:05,DATABASE,RDS-DB.M5.LARGE,40489.67,hr,1313.90,EUR,1.08,ap-south-1,aws-ec2-088,frontend,staging,credit,Reserved,LEGAL,BETA,41.7,91.7,,,version2,1,-2.0,AWS-ACCT-003,True,2026-02-21 16:05:00+00:00,False,False,RDS-db.m5.large,False,True,Database,seconds,145762812.0,False,1313.9,EUR,False,False,ap-south-1,False,False,True,Credit,False,False,0.799,frontend,staging,False,False,False,v2,True,v2,1.08,1419.0120000000002,False,False,41.7,91.7,False,True,reserved,True,LEGAL,BETA,False,False,True,True,True,True,-2.0,False
U05144,AWS-ACCT-014,2026-0107 22:39,STORAGE,S3-STANDARD,3138.28,megabytes,285.57,USD,1.0,ap-southeast-1,aws-ec2-018,frontend,STG,CREDIT,reserved,PRODUCT,EPSILON,,,INC-029,,v1,no,-12.2,AWS-ACCT-014,True,2026-01-07 22:39:00+00:00,False,False,S3-Standard,False,True,Storage,GB,3.0647,False,285.57,USD,False,False,ap-southeast-1,False,False,True,Credit,False,False,0.216,frontend,staging,False,False,False,v1,False,v1,1.0,285.57,False,False,,,False,False,reserved,False,PRODUCT,EPSILON,False,False,False,False,True,False,-12.2,False
U08402,AWS-ACCT-002,2026-02-21T11:29:00+05:30,DATABASE,RDS-db.m5.large,6232.52,min,538.60,INR,0.012,ap-south-1,aws-ec2-050,platform,production,Billable,on-demand,LEGAL,NOVA,84.1,40.5,,,v2,False,59.2,AWS-ACCT-002,True,2026-02-21 05:59:00+00:00,False,False,RDS-db.m5.large,False,False,Database,seconds,373951.2,False,538.6,INR,False,False,ap-south-1,False,False,True,Usage,False,False,-1.0,platform,production,False,False,False,v2,False,v2,0.012,6.4632000000000005,False,False,84.1,40.5,False,True,on-demand,False,LEGAL,NOVA,False,False,False,False,False,False,59.2,False
U09690,AWS-ACCT-017,2026-03-27T11:30:00Z,database,RDS-db_m5_large,40395.8,seconds,539.44,Pound,1.27,EU-WEST-1,aws-ec2-054,PLATFORM,development,credit,reserved,Operations,Alpha,0.6,7.3,INC-095,,v3,yes,102.0,AWS-ACCT-017,True,2026-03-27 11:30:00+00:00,False,False,RDS-db.m5.large,False,True,Database,seconds,40395.8,False,539.44,GBP,False,False,eu-west-1,False,False,True,Credit,False,False,0.794,platform,development,False,False,False,v3,False,v3,1.27,685.0888000000001,False,False,0.6,7.3,True,False,reserved,False,OPERATIONS,ALPHA,False,False,False,True,True,True,102.0,True
U07103,AWS-ACCT-008,2026-03-14 03:45:00,compute,EC2-t3.large,40716.38,hr,494.47,inr,0.012,ap southeast 1,aws-ec2-081,DevOps,production,billable,OnDemand,Finance,delta,96.2,54.2,,,v3,YES,116.1,AWS-ACCT-008,True,2026-03-14 03:45:00+00:00,False,False,EC2-t3.large,False,False,Compute,seconds,146578968.0,False,494.47,INR,False,False,ap-southeast-1,False,False,True,Usage,False,False,0.863,devops,production,False,False,False,v3,False,v3,0.012,5.9336400000000005,False,False,96.2,54.2,False,True,on-demand,True,FINANCE,DELTA,False,False,False,True,True,True,116.1,True
U08438,GCP-ACCT-041,2026-01-23T23:36:00+00:00,Storage,GCS-Standard,3677.29,mb,68.80,eur,1.08,US-WEST1,gcp-inst-273,data,development,Credit,RESERVED,Finance,Delta,,,,,v1,FALSE,-18.6,GCP-ACCT-041,True,2026-01-23 23:36:00+00:00,False,False,GCS-Standard,False,False,Storage,GB,3.5911,False,68.8,EUR,False,False,us-west1,False,False,True,Credit,False,False,0.462,data,development,False,False,False,v1,False,v1,1.08,74.304,False,False,,,False,False,reserved,True,FINANCE,DELTA,False,False,False,False,True,False,-18.6,False
U01387,GCP-ACCT-050,garbage_ts,Database,CloudSQL-db.standard-2,34344.28,minutes,"3,715.25",INR,0.012,asia-south1,gcp-inst-280,FE,development,Free Tier,RI,SECURITY,NOVA,52.8,7.0,,,v2,YES,17.1,GCP-ACCT-050,True,,True,False,CloudSQL-db.standard-2,False,False,Database,seconds,2060656.8,False,3715.25,INR,False,False,asia-south1,False,False,True,Free_Tier,True,False,0.461,frontend,development,False,False,False,,True,v2,0.012,44.583,False,False,52.8,7.0,False,False,reserved,True,SECURITY,NOVA,False,False,True,True,True,True,17.1,False
U08513,AZ-ACCT-025,2026/01/13 14:26,storage,Blob-Cool,3276.93,Gb,273.81,Euro,1.08,westeurope,az-vm-143,frontend,staging,Free Tier,OnDemand,Finance,delta,,,INC-079,,ver-1,False,-8.1,AZ-ACCT-025,True,2026-01-13 14:26:00+00:00,False,False,Blob-Cool,False,False,Storage,GB,3276.93,False,273.81,EUR,False,False,westeurope,False,False,True,Free_Tier,True,False,0.395,frontend,staging,False,False,False,v1,True,v1,1.08,295.7148,False,False,,,False,False,on-demand,True,FINANCE,DELTA,False,False,False,False,False,False,-8.1,False
U08249,AZ-ACCT-023,2026-01-08T05:57:00+01:00,Compute,vm-standard_d8s,13512.59,seconds,90.35,pound,1.27,centralindia,az-vm-193,security,production,Free Tier,spot,operations,gamma,56.6,1.6,,T-045,v1,False,-88.6,AZ-ACCT-023,True,2026-01-08 04:57:00+00:00,False,False,VM-Standard_D8s,False,True,Compute,seconds,13512.59,False,90.35,GBP,False,False,centralindia,False,False,True,Free_Tier,True,False,-0.679,security,production,False,False,False,v1,False,v1,1.27,114.74449999999999,False,False,56.6,1.6,False,False,spot,False,OPERATIONS,GAMMA,False,False,False,False,False,False,-88.6,True
U02001,AWS-ACCT-004,2026/02/26 09:35,COMPUTE,ec2-t3.xlarge,22581.19,mins,895.33,dollar,1.0,AP-SOUTHEAST-1,aws-ec2-004,devops,development,Billable,OnDemand,Hr,gamma,7.8,2.1,,T-014,v2,0,-25.1,AWS-ACCT-004,True,2026-02-26 09:35:00+00:00,False,False,EC2-t3.xlarge,False,True,Compute,seconds,1354871.4,False,895.33,USD,False,False,ap-southeast-1,False,True,True,Usage,False,False,-0.275,devops,development,False,False,False,v2,False,v2,1.0,895.33,False,False,7.8,2.1,True,False,on-demand,True,HR,GAMMA,False,False,False,False,True,False,-25.1,False
U07537,GCP-ACCT-042,13-02-2026 03:55:00,COMPUTE,GCE-N1-STANDARD-8,41690.8,second,"€1,500.56",EUR,1.08,us-central1,aws-ec2-059,devops,prd,Credit,OnDemand,hr,Delta,8.0,36.6,,T-004,v2,0,-90.2,GCP-ACCT-042,True,2026-02-13 03:55:00+00:00,False,False,GCE-n1-standard-8,False,True,Compute,seconds,41690.8,False,1500.56,EUR,False,False,us-central1,False,False,True,Credit,False,False,0.803,devops,production,False,False,True,v2,False,v2,1.08,1620.6048,False,False,8.0,36.6,False,False,on-demand,True,HR,DELTA,False,False,False,False,True,False,-90.2,True
U03281,GCP-ACCT-036,2026-03-27T02:57:00Z,Storage,GCS-Standard,2639.71,gb,181.78,INR,0.012,asia-southeast1,aws-ec2-234,frontend,staging,billable,Reserved,Engineering,alpha,,,,,v3,No,-84.7,GCP-ACCT-036,True,2026-03-27 02:57:00+00:00,False,False,GCS-Standard,False,False,Storage,GB,2639.71,False,181.78,INR,False,False,asia-southeast1,False,False,True,Usage,False,False,-0.056,frontend,staging,True,False,True,v3,False,v3,0.012,2.18136,False,False,,,False,False,reserved,True,ENGINEERING,ALPHA,False,False,False,False,True,False,-84.7,True
U08535,az-acct-026,2026/02/13 20:05,STORAGE,Blob-Hot,18.2,megabytes,1.05,USD,1.0,southeastasia,az-vm-174,Platform,production,true,OnDemand,PRODUCT,EPSILON,,,,,v2,FALSE,-96.5,AZ-ACCT-026,True,2026-02-13 20:05:00+00:00,False,False,Blob-Hot,False,False,Storage,GB,0.0178,False,1.05,USD,False,False,southeastasia,False,True,True,Usage,False,False,-1.3,platform,production,False,False,False,v2,False,v2,1.0,1.05,False,False,,,False,False,on-demand,True,PRODUCT,EPSILON,False,False,False,False,True,False,-96.5,True
U05701,AZ-ACCT-032,2026-01-10 04:23:00,DATABASE,sqldb-s2,12565.45,hour,523.22,inr,0.012,southeastasia,az-vm-154,frontend,dev,Refund,Reserved,PRODUCT,epsilon,93.5,99.6,,,v1,No,13.4,AZ-ACCT-032,True,2026-01-10 04:23:00+00:00,False,False,SQLDb-S2,False,True,Database,seconds,45235620.0,False,523.22,INR,False,False,southeastasia,False,False,True,Refund,False,False,-0.666,frontend,development,False,False,False,v1,False,v1,0.012,6.27864,False,False,93.5,99.6,False,True,reserved,True,PRODUCT,EPSILON,False,False,False,False,True,False,13.4,False
U02281,GCP-ACCT-036,2026-03-30T20:34:00Z,Storage,GCS-Nearline,3070.55,Gb,188.35,Indian Rupee,0.012,us-west1,gcp-inst-279,security,development,CREDIT,spot,engineering,Beta,,,,,v3,0,48.0,GCP-ACCT-036,True,2026-03-30 20:34:00+00:00,False,False,GCS-Nearline,False,False,Storage,GB,3070.55,False,188.35,INR,False,False,us-west1,False,True,True,Credit,False,False,0.28,security,development,False,True,False,v3,False,v3,0.012,2.2601999999999998,False,False,,,False,False,spot,False,ENGINEERING,BETA,False,False,False,False,True,False,48.0,False
U05192,AWS-ACCT-019,2026-0212 10:22,Storage,S3-Standard,1960.75,gigabytes,149.70,pound,1.27,ap southeast 1,aws-ec2-042,data,DEV,CREDIT,On Demand,engineering,BETA,,,,,v2,FALSE,36.4,AWS-ACCT-019,True,2026-02-12 10:22:00+00:00,False,False,S3-Standard,False,False,Storage,GB,1960.75,False,149.7,GBP,False,False,ap-southeast-1,False,False,True,Credit,False,False,-0.406,data,development,False,False,False,v2,False,v2,1.27,190.119,False,False,,,False,False,on-demand,True,ENGINEERING,BETA,False,False,False,False,True,False,36.4,False
U03631,AZ-ACCT-031,11-01-2026 12:10:00,COMPUTE,VM-Standard_D8s,44301.31,minutes,3486.05,gbp,1.27,southeastasia,az-vm-176,back-end,staging,refund,OnDemand,FINANCE,DELTA,3.2,31.3,,,v1,false,-13.7,AZ-ACCT-031,True,2026-01-11 12:10:00+00:00,False,False,VM-Standard_D8s,False,False,Compute,seconds,2658078.6,False,3486.05,GBP,False,False,southeastasia,False,False,True,Refund,False,False,0.836,backend,staging,False,False,False,v1,False,v1,1.27,4427.2835000000005,False,False,3.2,31.3,False,False,on-demand,True,FINANCE,DELTA,False,False,False,False,True,False,-13.7,False
U07649,GCP-ACCT-036,2026-02-18T13:03:00+01:00,database,cloudsql-db.standard-2,15073.03,hours,1189.15,inr,0.012,asia-south1,gcp-inst-287,Data,prod,True,RI,legal,Nova,22.9,46.4,,,v2,false,21.8,GCP-ACCT-036,True,2026-02-18 12:03:00+00:00,False,False,CloudSQL-db.standard-2,False,True,Database,seconds,54262908.0,False,1189.15,INR,False,False,asia-south1,False,False,True,Usage,False,False,-0.521,data,production,False,False,False,v2,False,v2,0.012,14.269800000000002,False,False,22.9,46.4,False,False,reserved,True,LEGAL,NOVA,False,False,False,False,True,False,21.8,False
U04056,GCP-ACCT-050,2026-01-23T23:46:00+00:00,compute,GCE-n1-standard-4,48526.12,hrs,4000.37,Inr,0.012,us-west1,gcp-inst-249,security,staging,billable,On Demand,Operations,alpha,60.9,50.8,,,v1,False,-75.4,GCP-ACCT-050,True,2026-01-23 23:46:00+00:00,False,False,GCE-n1-standard-4,False,False,Compute,seconds,174694032.0,False,4000.37,INR,False,False,us-west1,False,False,True,Usage,False,False,1.298,security,staging,False,False,False,v1,False,v1,0.012,48.00444,False,False,60.9,50.8,False,False,on-demand,True,OPERATIONS,ALPHA,False,False,False,False,False,False,-75.4,True
U05366,AWS-ACCT-019,04-02-2026 21:38:00,compute,EC2-t3.medium,1327367.62,hour,1126.79,Pound,1.27,ap-south-1,aws-ec2-105,platform,staging,Billable,on_demand,Data_Science,ALPHA,80.3,51.6,,,v2,FALSE,119.7,AWS-ACCT-019,True,2026-02-04 21:38:00+00:00,False,False,EC2-t3.medium,False,False,Compute,seconds,4778523432.0,False,1126.79,GBP,False,False,ap-south-1,False,True,True,Usage,False,True,73.179,platform,staging,False,False,False,v2,False,v2,1.27,1431.0233,False,False,80.3,51.6,False,True,on-demand,True,DATA_SCIENCE,ALPHA,False,False,False,False,True,False,119.7,True
U05008,AWS-ACCT-009,2026-03-04T03:23:00-05:00,Compute,EC2-t3.large,28266.49,second,1808.00,Pound,1.27,US-EAST-1,aws-ec2-068,devops,DEV,credit,reserved,Finance,Epsilon,35.7,3.0,,,v3,FALSE,96.0,AWS-ACCT-009,True,2026-03-04 08:23:00+00:00,False,False,EC2-t3.large,False,False,Compute,seconds,28266.49,False,1808.0,GBP,False,False,us-east-1,False,False,True,Credit,False,False,0.203,devops,development,False,False,False,v3,False,v3,1.27,2296.16,False,False,35.7,3.0,False,False,reserved,False,FINANCE,EPSILON,False,False,False,False,True,False,96.0,True
U03424,GCP-ACCT-048,2026-02-26 04:30:00,STORAGE,GCS-Standard,3920.82,MB,165.81,Inr,0.012,asia-south1,gcp-inst-233,devops,production,BILLABLE,RI,marketing,GAMMA,,,,,v2,yes,-81.5,GCP-ACCT-048,True,2026-02-26 04:30:00+00:00,False,False,GCS-Standard,False,False,Storage,GB,3.8289,False,165.81,INR,False,False,asia-south1,False,False,True,Usage,False,False,0.584,devops,production,False,False,False,v2,False,v2,0.012,1.9897200000000002,False,False,,,False,False,reserved,True,MARKETING,GAMMA,False,False,False,True,True,True,-81.5,True
U02607,GCP--ACCT-043,2026-03-26T05:59:00Z,Storage,GCS-Nearline,4524.47,mb,290.32,USD,1.0,us-central1,gcp-inst-277,backend,STG,true,ON-DEMAND,operations,ALPHA,,,,,version3,no,-68.0,GCP-ACCT-043,True,2026-03-26 05:59:00+00:00,False,False,GCS-Nearline,False,False,Storage,GB,4.4184,False,290.32,USD,False,False,us-central1,False,False,True,Usage,False,False,1.086,backend,staging,False,False,False,v3,True,v3,1.0,290.32,False,False,,,False,False,on-demand,True,OPERATIONS,ALPHA,False,False,False,False,True,False,-68.0,True
U09504,GCP-ACCT-044,2026-03-11T06:33:00Z,COMPUTE,GCE-n1-standard-8,7722.48,hour,514.93,inr,0.012,us central1,gcp-inst-278,backend,development,CREDIT,SPOT,Hr,DELTA,71.5,43.8,INC-083,T-110,v3,NO,83.1,GCP-ACCT-044,True,2026-03-11 06:33:00+00:00,False,False,GCE-n1-standard-8,False,False,Compute,seconds,27800928.0,False,514.93,INR,False,False,us-central1,False,False,True,Credit,False,False,-0.861,backend,development,False,False,False,v3,False,v3,0.012,6.1791599999999995,False,False,71.5,43.8,False,False,spot,True,HR,DELTA,False,False,False,False,True,False,83.1,True
U01214,GCP-ACCT-037,03-01-2026 15:42:00,storage,GCS-Standard,4524.57,Gb,262.73,Pound,1.27,us-west1,gcp-inst-280,frontend,PROD,credit,on_demand,MARKETING,omega,,,INC-002,T-194,v1,No,-50.2,GCP-ACCT-037,True,2026-01-03 15:42:00+00:00,False,False,GCS-Standard,False,False,Storage,GB,4524.57,False,262.73,GBP,False,False,us-west1,False,False,True,Credit,False,False,0.885,frontend,production,False,False,False,v1,False,v1,1.27,333.6671,False,False,,,False,False,on-demand,True,MARKETING,OMEGA,False,False,False,False,True,False,-50.2,False
U03033,GCP-ACCT-046,2026-01-25T20:27:00-05:00,database,CloudSQL-db.standard-2,15930.24,hour,140.71,Us Dollar,1.0,us-west1,gcp-inst-213,frontend,development,BILLABLE,Spot,data_science,NOVA,12.2,61.0,,,v1,NO,105.3,GCP-ACCT-046,True,2026-01-26 01:27:00+00:00,False,False,CloudSQL-db.standard-2,False,False,Database,seconds,57348864.0,False,140.71,USD,False,False,us-west1,False,True,True,Usage,False,False,-0.478,frontend,development,False,False,False,v1,False,v1,1.0,140.71,False,False,12.2,61.0,False,False,spot,True,DATA_SCIENCE,NOVA,False,False,False,False,True,False,105.3,True
U07277,AWS-ACCT-016,2026/01/29 04:51,compute,EC2-t3.medium,34545.66,mins,"$1,828.58",USD,1.0,ap-south-1,aws-ec2-999,backend,development,true,Reserved,engineering,Beta,4.3,2.6,,,v1,No,19.9,AWS-ACCT-016,True,2026-01-29 04:51:00+00:00,False,False,EC2-t3.medium,False,False,Compute,seconds,2072739.6,False,1828.58,USD,False,False,ap-south-1,False,False,True,Usage,False,False,0.479,backend,development,True,False,False,v1,False,v1,1.0,1828.58,False,False,4.3,2.6,True,False,reserved,True,ENGINEERING,BETA,False,False,False,False,True,False,19.9,False
U06121,GCP-ACCT-046,02-02-2026 08:25:00,STORAGE,GCS-Nearline,2959.06,gb,217.43,dollar,1.0,us central1,gcp-inst-222,frontend,development,TRUE,RESERVED,FINANCE,Epsilon,,,,,v2,false,104.5,GCP-ACCT-046,True,2026-02-02 08:25:00+00:00,False,False,GCS-Nearline,False,False,Storage,GB,2959.06,False,217.43,USD,False,False,us-central1,False,False,True,Usage,False,False,0.218,frontend,development,False,False,False,v2,False,v2,1.0,217.43,False,False,,,False,False,reserved,True,FINANCE,EPSILON,False,False,False,False,True,False,104.5,True
U05234,AZ-ACCT-033,2026-01-05T17:40:00+00:00,Compute,VM-STANDARD_D8S,799896.22,mins,"€1,601.48",euro,1.08,CANADACENTRAL,az-vm-121,platform,development,TRUE,spot,PRODUCT,UNKNOWN_PROJECT,4.2,8.9,INC-009,,v1,No,-119.0,AZ-ACCT-033,True,2026-01-05 17:40:00+00:00,False,False,VM-Standard_D8s,False,True,Compute,seconds,47993773.2,False,1601.48,EUR,False,False,canadacentral,False,False,True,Usage,False,True,38.0,platform,development,False,False,False,v1,False,v1,1.08,1729.5984,False,False,4.2,8.9,True,False,spot,False,PRODUCT,UNKNOWN_PROJECT,False,True,False,False,True,False,-119.0,True
U07206,AZ-ACCT-026,2026-02-25T22:10:00Z,COMPUTE,VM-Standard_D8s,49252.88,minutes,-4153.3,Us Dollar,1.0,southeastasia,az-vm-165,platform,Dev,BILLABLE,On Demand,Finance,Epsilon,22.9,57.6,,,v1,True,-73.2,AZ-ACCT-026,True,2026-02-25 22:10:00+00:00,False,False,VM-Standard_D8s,False,False,Compute,seconds,2955172.8,False,-4153.3,USD,True,False,southeastasia,False,False,True,Usage,False,False,1.079,platform,development,False,False,False,v2,True,v2,1.0,-4153.3,False,False,22.9,57.6,False,False,on-demand,True,FINANCE,EPSILON,False,False,False,True,False,True,-73.2,True
